URL,PR,PAGE AUTH,DOMAIN AUTH,MOZRANK,EXT LINKS,Category
swedishhospital.com,4,56.36,47.65,5.56,9316,Eric-Health
symptoms.rightdiagnosis.com,4,50.17,49.31,5.5,62,Eric-Health
tahoedoc.hubpages.com,4,29.25,88.1,4.1,0,Eric-Health
tattoodo.com,4,45.1,39.93,6.2,502060,Eric-Health
telemedicinenews.blogspot.com,4,48.93,92.85,4.57,984,Eric-Health
testcountry.com,4,52.43,43.65,5.06,317,Eric-Health
theanswerbank.co.uk,4,52.4,42.83,6.21,260,Eric-Health
thebeaconnewspapers.com,4,38.71,30.09,5.21,66,Eric-Health
thecentersd.org,4,57.66,49.58,5.32,1597,Eric-Health
thednaexchange.com,4,45.05,34.1,4.79,4231,Eric-Health
thenigerianvoice.com,4,52.89,43.44,6.05,30834,Eric-Health
thepcap.org,4,40.06,34.77,5.83,131,Eric-Health
thepregnancyzone.com,4,46.63,37.02,5.09,533,Eric-Health
theprostatedecision.wordpress.com,4,44.04,100,4.36,214,Eric-Health
theswishlife.com,4,43.79,32.56,5.43,843,Eric-Health
tjoos.com,4,65.14,57.96,5.77,2915,Eric-Health
tnvisaexpert.com,4,49.19,40.24,4.82,228,Eric-Health
translia.com,4,52.81,43.73,5.98,2608,Eric-Health
tribune242.com,4,55.17,46.23,5.38,1542,Eric-Health
trulynolen.com,4,55.52,46.68,5.32,1775,Eric-Health
tspot.com,4,32.48,21.62,4.38,27,Eric-Health
ttckit.com,4,35.55,24.7,5.25,58,Eric-Health
udetection.com,4,45.57,34.78,4.78,300,Eric-Health
umichsph.wordpress.com,4,35.44,100,3.61,5,Eric-Health
undergroundwellness.com,4,55.53,48.01,5.36,5347,Eric-Health
us.topnewstoday.org,4,39.35,49.84,3.86,1,Eric-Health
vaccinationcouncil.org,4,57.77,49.9,5.43,2325,Eric-Health
veria.com,4,56.19,47.39,5.45,3256,Eric-Health
vets.yuku.com,4,52.07,80.7,4.75,392,Eric-Health
viewzone.com,4,63.32,56.45,5.75,4036,Eric-Health
viewzone2.com,4,35.31,33.41,3.86,17,Eric-Health
vitaminworld.com,4,58.19,49.77,5.48,7822,Eric-Health
vote.co.nz,4,51.89,42.73,5.57,3604,Eric-Health
vran.org,4,53.64,47.49,4.85,626,Eric-Health
wahm.com,4,65.94,59.34,5.91,5557,Eric-Health
warriorforum.com,4,83.69,80.56,6.2,16970,Eric-Health
way2hope.org,4,44.61,34.08,4.68,638,Eric-Health
wcbi.com,4,53.26,44.65,5.27,429,Eric-Health
wddty.com,4,63.21,55.64,5.98,6553,Eric-Health
wewillbehere.com,4,34.62,21.98,5.5,8360,Eric-Health
whbf.com,4,59.9,51.71,5.39,1415,Eric-Health
whiteflash.com,4,59.27,51.32,5.42,6935,Eric-Health
womenshealthcaretopics.com,4,49.79,39.93,4.79,268,Eric-Health
worldsbestcatlitter.com,4,58.37,50.21,5.74,1365,Eric-Health
yelmonline.com,4,50.64,44.6,4.72,289,Eric-Health
yglbethesda.com,4,1,1,0,0,Eric-Health
ygoy.com,4,61.4,54.86,6.03,11412,Eric-Health
yogaaccessories.com,4,56.72,48.33,6.18,1199,Eric-Health
yogiproducts.com,4,68.21,61.6,6.14,1832,Eric-Health
yorktest.com,4,53.96,44.64,5.58,2504,Eric-Health
yourhealthmatters.org,4,38.78,27.97,4.73,75,Eric-Health
yourhealthradio.org,4,37.36,27.49,4.61,139,Eric-Health
yoursexualhealth.ie,4,47.59,37.14,4.98,674,Eric-Health
yowzafitness.com,4,42.91,32.42,4.87,91,Eric-Health
zambotimes.com,4,44.26,34.82,5.01,90,Eric-Health
1uponcancer.com,3,44.26,33.53,4.83,1304,Eric-Health
2012thebigpicture.wordpress.com,3,52.9,100,4.43,2700,Eric-Health
4yourtype.com,3,50.78,41.09,7.43,18145,Eric-Health
900global.com,3,51.31,41.66,5.46,2752,Eric-Health
abouttesting.testcountry.com,3,42.29,43.65,3.71,14,Eric-Health
acne-treatments.findthebest.com,3,33.34,66.49,3.26,5,Eric-Health
alasg.wordpress.com,3,37.38,100,5.3,443,Eric-Health
albertfuchs.com,3,29.73,23.7,4.56,55,Eric-Health
alfascientific.com,3,38.61,26.5,5.58,238,Eric-Health
allergy-clinic.co.uk,3,44.8,33.92,5.33,104,Eric-Health
allthebestpetcare.com,3,49.42,39.42,5.5,529,Eric-Health
almostadoctor.co.uk,3,34.23,25.16,4.06,31,Eric-Health
alternative-doctor.com,3,46.86,37.43,5.37,656,Eric-Health
americanscreeningcorp.com,3,49.64,39.57,5.78,2152,Eric-Health
animalnecessity.com,3,35.41,31.04,5.51,16,Eric-Health
anjolee.com,3,47.24,38.31,5.6,438,Eric-Health
antioxidants-for-health-and-longevity.com,3,40.49,29.91,4.54,117,Eric-Health
aquagenesisusa.com,3,30.2,21.51,5.08,16,Eric-Health
arcpointlabs.com,3,49.41,45.07,5.3,772,Eric-Health
arizonadigestivehealth.com,3,32.2,24.92,4.96,56,Eric-Health
austingastro.com,3,37.72,28.15,5.49,558,Eric-Health
avecinia.com,3,34.63,25.09,4.49,37,Eric-Health
babyuniversity.com,3,44.34,34.63,5.03,2246,Eric-Health
baldingblog.com,3,44.84,34.52,5.35,2525,Eric-Health
bchpohio.com,3,47.76,37.5,5.32,217,Eric-Health
bellybliss.org,3,44.35,34.6,5.08,518,Eric-Health
bestpricenutrition.com,3,51.45,41.98,5.84,1882,Eric-Health
bhucare.com,3,31.62,20.45,4.75,198,Eric-Health
blog.harvardvanguard.org,3,42.41,45.93,5.74,12,Eric-Health
blog.health123.com,3,19.75,20.06,4.1,0,Eric-Health
blogcatalog.com,3,89.66,87.88,6.79,441582,Eric-Health
blogs.fasterskier.com,3,-1,-1,-1,-1,Eric-Health
bloodtest.org,3,34.62,24.99,4.76,31,Eric-Health
boice-willis.com,3,35.66,23.76,4.6,35,Eric-Health
braintalkcommunities.org,3,38.22,27.53,4.42,29,Eric-Health
budgetpetcare.com,3,36.82,29.26,4.58,74,Eric-Health
caddmanager.com,3,34.73,27.62,4.07,440,Eric-Health
canadiansforhealthfreedom.wordpress.com,3,46.14,100,4.85,3675,Eric-Health
cancercentersofnc.com,3,33.75,39.17,5.28,14,Eric-Health
cancerdietitian.com,3,42.11,35.06,4.95,197,Eric-Health
cancernepa.org,3,40.66,32.51,5.45,939,Eric-Health
cannlabs.com,3,46.23,35.47,5.23,213,Eric-Health
celiaccorner.com,3,42.16,34.07,5.16,531,Eric-Health
charlestonchiropractic.com,3,26.37,15.03,3.12,4,Eric-Health
chiralbalance.com,3,32.33,21.46,4.39,43,Eric-Health
cholinergicurticaria.net,3,41.06,29.72,5.98,1089,Eric-Health
christianpatriot.com,3,30.54,22.07,4.53,25,Eric-Health
cmvlive.com,3,-1,-1,-1,-1,Eric-Health
codetwo.com,3,52.92,43.99,5.04,528,Eric-Health
community.seattletimes.nwsource.com,3,58.58,90.7,3.03,56,Eric-Health
conceiveeasy.com,3,47.16,38.52,5.62,1834,Eric-Health
conceivingconcepts.com,3,43.88,34.8,5.12,131,Eric-Health
continuumcare.com,3,32.24,20.91,4.46,41,Eric-Health
couponingtodisney.com,3,54.16,45.37,5.45,7977,Eric-Health
crazywithtwins.com,3,45.03,34.77,4.61,1508,Eric-Health
datingwithherpes.org,3,35.52,23.89,4.32,62,Eric-Health
desdaughter.wordpress.com,3,52.35,100,4.63,13553,Eric-Health
dherbs.com,3,45.96,41.45,5.43,1349,Eric-Health
diabetesupdate.blogspot.com,3,54.46,92.85,5.04,8751,Eric-Health
diabeticlifediet.com,3,38.53,30.76,6.79,1098,Eric-Health
differencebetween.com,3,40.32,31.46,5.28,113,Eric-Health
dig.do,3,52.57,45.22,5.51,17845,Eric-Health
digestivecareonline.com,3,32.36,23.92,4.56,32,Eric-Health
digestivehealth.com.au,3,28.8,17.58,4.28,17,Eric-Health
dinakhader.com,3,38.31,27.25,6.44,54,Eric-Health
dlslab.com,3,43.99,32.82,5.34,1417,Eric-Health
dogs4dogs.com,3,50.35,41.56,5.06,590,Eric-Health
dogsnaturallymagazine.com,3,51.7,42.61,5.49,853,Eric-Health
donationto.com,3,44.28,37.55,5.75,29,Eric-Health
donmatesz.blogspot.com,3,53.25,92.85,4.7,1832,Eric-Health
drjeandoddspethealthresource.tumblr.com,3,46.74,97.18,4.56,254,Eric-Health
drleonardcoldwell.com,3,53.87,45.52,5.25,3626,Eric-Health
drmyattswellnessclub.com,3,42.03,30.58,5.21,510,Eric-Health
drpeterjdadamo.com,3,1,30.48,0,0,Eric-Health
drstandley.com,3,42.06,33.05,5.45,589,Eric-Health
dublinsmick.wordpress.com,3,40.86,100,3.85,501,Eric-Health
dukeandthedoctor.com,3,45.77,37.95,5.17,1137,Eric-Health
dunham-mfg.com,3,31.43,24.77,4.42,31,Eric-Health
dynamiclear.com,3,47.04,36.85,5.91,2061,Eric-Health
earth-kind.com,3,50.48,41.54,5.17,242,Eric-Health
easy-immune-health.com,3,42.1,32.69,5.4,226,Eric-Health
elbiruniblogspotcom.blogspot.com,3,40.08,92.85,4.67,24,Eric-Health
elements4health.com,3,42.71,32.12,6.24,166,Eric-Health
emjreviews.com,3,1,20.49,0,0,Eric-Health
evolvevitality.com,3,32.1,19.58,4.75,43,Eric-Health
evolvinghealthscience.blogspot.com,3,41.02,92.85,3.97,29,Eric-Health
excelasquare.org,3,21.64,9.58,3.76,2,Eric-Health
facesofspinabifida.com,3,35.98,24.17,4.77,494,Eric-Health
familydoctormag.com,3,44.34,35.87,5.39,39,Eric-Health
farces.com,3,42.5,33.23,5.09,639,Eric-Health
fauquierent.blogspot.com,3,43.45,92.85,4.67,795,Eric-Health
felineinstincts.com,3,44.88,38.14,5.27,325,Eric-Health
ferrarichat.com,3,53.33,44.46,5.5,1225,Eric-Health
fertilaid.com,3,41.34,30.58,5.04,217,Eric-Health
fertilitycenter.com,3,43.36,33.34,4.97,140,Eric-Health
fertilityontario.com,3,29.1,18.68,5.36,19,Eric-Health
fertilityproregistry.com,3,42.9,33.11,5.38,284,Eric-Health
first-thoughts.org,3,32.31,27.46,4.15,28,Eric-Health
floridawell.com,3,29.76,19.49,2.99,16,Eric-Health
foodallergyassistant.blogspot.com,3,48.32,92.85,4.93,1416,Eric-Health
forresthealth.com,3,46.96,36.78,5.03,410,Eric-Health
fortmyersbeachtalk.com,3,47.07,38.83,5.45,6479,Eric-Health
fpg-florida.com,3,36.75,35.45,4.12,82,Eric-Health
freestufftimes.com,3,53.13,44.14,5.31,657,Eric-Health
frontrangeprimarycare.com,3,34.03,22.75,4.63,159,Eric-Health
fuzzibunz.com,3,56.34,49.43,5.48,1520,Eric-Health
gaia-health.com,3,54.86,52.38,5.47,404,Eric-Health
gamebreaker.tv,3,54.24,45.35,5.15,2633,Eric-Health
gcmaf.eu,3,39.42,34.56,4.36,154,Eric-Health
generativemedicine.org,3,41.19,33.53,5.66,17824,Eric-Health
genetic-testing-centers.findthebest.com,3,31.24,66.49,1.1,1,Eric-Health
gentlebirth.org,3,56.8,49.8,5.19,632,Eric-Health
getstdtested.com,3,49,41.27,5.7,433,Eric-Health
gfreefoodie.com,3,43.55,34.25,5.03,1388,Eric-Health
giveakidney.org,3,42.74,31.43,4.86,95,Eric-Health
globalwarming-arclein.blogspot.com,3,44.23,92.85,4.11,199,Eric-Health
glutendude.com,3,45.62,39.07,5.23,1516,Eric-Health
glutenfreern.com,3,35.93,24.92,4.45,235,Eric-Health
glutenfreesociety.org,3,47.82,37.99,5.05,648,Eric-Health
glutenfreeworks.com,3,47.32,40.55,4.66,1185,Eric-Health
glutenpro.com,3,22.49,21.5,3.63,4,Eric-Health
goodnightsnoring.com,3,42.43,31.35,5,277,Eric-Health
gvprimarycare.com,3,28.09,15.33,3.61,8,Eric-Health
gwinnettmedical.blogspot.com,3,37.93,92.85,5,562,Eric-Health
happyhealthylonglife.com,3,41.76,33.61,4.74,1363,Eric-Health
healthchoicesfirst.com,3,40.87,30.41,6.11,111,Eric-Health
healthpages.org,3,38.21,28.01,4.55,27,Eric-Health
healthscreenings.lifetips.com,3,30.99,54.7,4.08,0,Eric-Health
healthwyze.org,3,48.81,39.78,5.57,3313,Eric-Health
herbchambersfordofbraintree.com,3,25.49,15.27,3.66,4,Eric-Health
hisbreastcancer.org,3,36.3,28.07,4.53,393,Eric-Health
hisprostatecancer.com,3,37.11,25.81,4.61,156,Eric-Health
hospitalresearch.com.au,3,38.48,26.29,5.25,293,Eric-Health
hotcouponworld.com,3,57.58,50.22,5.44,4122,Eric-Health
house.wikia.com,3,37.51,87.49,3.1,30,Eric-Health
houseofnutrition.com,3,44.53,37.83,5.13,182,Eric-Health
hpjmh.com,3,38.94,29.16,5.03,548,Eric-Health
hwifc.com,3,28.88,18.95,4.79,12,Eric-Health
indiana105.com,3,34.8,29.3,4.65,30,Eric-Health
infertility-fertility.blogspot.com,3,42.66,92.85,4.57,235,Eric-Health
infertilitytexas.com,3,40.61,34.58,4.91,103,Eric-Health
informationng.com,3,53.04,43.84,5.15,7003,Eric-Health
innermostsecrets.com,3,39.64,30.99,5.01,342,Eric-Health
insurelane.com,3,45.71,34.88,6.11,974,Eric-Health
integrativepsychiatry.net,3,42.48,33.12,5.79,126,Eric-Health
is-canceralliance.com,3,31.51,21.13,4.22,20,Eric-Health
ivcjournal.com,3,37.83,26.77,5.68,711,Eric-Health
ivfflorida.com,3,38.16,27.76,5.2,244,Eric-Health
joangloveringhealthcenter.org,3,33.54,21.15,2.8,9,Eric-Health
kellyscloset.com,3,53.57,44.39,5.87,2530,Eric-Health
knocked-upfitness.com,3,43.34,35.05,4.73,804,Eric-Health
kullysupply.com,3,36.64,26.05,5.23,2121,Eric-Health
kwikmed.org,3,39.96,36.17,4.88,26,Eric-Health
kyreneinternalmedicine.com,3,24.25,14.07,3.9,4,Eric-Health
labgeopesisir.org,3,37.98,27.71,5.26,123,Eric-Health
laboratorytesting.com,3,22.45,13.34,3.87,2,Eric-Health
labtesting.com,3,41.09,29.57,5.31,292,Eric-Health
labtestsonline.com,3,30.97,21.06,5.03,22,Eric-Health
lbah.com,3,48.9,41.54,5.19,173,Eric-Health
lebauer.com,3,29.53,32.21,4.44,18,Eric-Health
lfc.org.uk,3,42.01,31.89,4.52,112,Eric-Health
lgd-szlakiemgranitu.pl,3,30.12,21.02,3.94,193,Eric-Health
life-enthusiast.com,3,53.73,47.73,5.38,1058,Eric-Health
lifetime-weightloss.com,3,36.94,30.06,4.77,90,Eric-Health
live-young.com,3,27.82,16.01,4.36,14,Eric-Health
livingdonor101.com,3,36.4,24.02,3.9,233,Eric-Health
lowcarbfriends.com,3,49.43,41.38,5.48,560,Eric-Health
loyolahealthyliving.org,3,26.97,21.06,4.61,2,Eric-Health
lullabelly.com,3,39.49,28.81,5.09,72,Eric-Health
mainlinefertility.com,3,36.95,25.68,5.65,65,Eric-Health
malayalidoc.blogspot.com,3,30.69,92.85,2.61,3,Eric-Health
mamashealth.com,3,38.42,46.54,3.37,17,Eric-Health
manninglive.com,3,30.1,19.77,4.12,226,Eric-Health
marktewartlive.com,3,39.36,27.46,3.93,57,Eric-Health
mdlabtests.com,3,47.17,42.2,4.32,519,Eric-Health
medtextfree.wordpress.com,3,31.97,100,2.86,8,Eric-Health
mhof.net,3,49.14,42.53,4.77,130,Eric-Health
mixshowblast.com,3,44.1,33.08,4.88,2098,Eric-Health
money.mvps.org,3,48.53,69.81,5.56,65,Eric-Health
monicasegal.com,3,41.75,32.22,5.27,160,Eric-Health
motherhoodcenter.com,3,41.27,29.86,4.99,155,Eric-Health
mountainmeadowherbs.com,3,42.79,32.81,5.11,45,Eric-Health
mrslupus.blogspot.com,3,29.28,92.85,2.43,4,Eric-Health
mspanswers.com,3,34.35,23.3,5.26,31,Eric-Health
mthfr.net,3,46.6,39.96,5.47,684,Eric-Health
mycmeupdates.ca,3,32.8,25.77,5.11,15,Eric-Health
mycommunitycare.org,3,34.54,23.36,4.54,43,Eric-Health
nationalnursingreview.com,3,37.71,32.85,4.59,63,Eric-Health
nativeremedies.com,3,67.84,61.25,6.03,2720,Eric-Health
naturalhealthtechniques.com,3,43.02,38.2,5.61,98,Eric-Health
naturalresources-sf.com,3,49.31,39.6,5.38,319,Eric-Health
naturalwellbeing.com,3,55.11,46.29,5.43,841,Eric-Health
neckeystone.com,3,27.98,18.94,4.83,83,Eric-Health
nesaranews.blogspot.com,3,54.05,92.85,4.55,983,Eric-Health
neufutur.com,3,48.43,41.93,5.1,3988,Eric-Health
neurogistics.com,3,40.4,30.31,4.55,122,Eric-Health
newhopefertility.com,3,45.17,35.16,5.63,1059,Eric-Health
nourishingresults.com,3,35.15,27.64,5.51,80,Eric-Health
nutritionalconcepts.blogspot.com,3,33.02,92.85,3.47,13,Eric-Health
nyrp-uc.org,3,27.04,18.26,4.41,24,Eric-Health
ohealth.com,3,27.8,18.86,4.99,10,Eric-Health
oncolabinc.com,3,42.85,32.07,5.21,135,Eric-Health
oncozine.com,3,34.14,23.95,4.33,435,Eric-Health
packagefox.com,3,33.58,24.94,4.64,31,Eric-Health
parkwayclinical.com,3,27.41,21.12,1.93,0,Eric-Health
passesdeletra.blogspot.com,3,27.55,92.85,1.75,1,Eric-Health
patientsmedical.com,3,41.25,32.16,4.91,226,Eric-Health
peachparts.com,3,40.12,33.49,4.79,114,Eric-Health
personalabs.com,3,38.49,29.85,4.63,80,Eric-Health
petertan.com,3,37.31,36.94,4.57,121,Eric-Health
pgmbilling.com,3,44.57,33.64,5.6,845,Eric-Health
phamatech.com,3,44.36,33.34,5.02,1132,Eric-Health
phcinc.net,3,41.57,30.1,4.51,48,Eric-Health
phen375.com,3,56.67,51.52,5.42,633,Eric-Health
phlaunt.com,3,24.99,49.47,2.58,8,Eric-Health
post-gazette.com,3,90.24,87.98,6.19,66541,Eric-Health
ppcp.org,3,22.64,17.59,3.93,1,Eric-Health
pregnanthealth.com,3,46.37,35.6,5.4,720,Eric-Health
prevent-autism.org,3,26.02,15.88,5.41,5,Eric-Health
primarycareak.com,3,33.05,21.88,4.33,25,Eric-Health
primarycarecenter.com,3,21.05,16.67,3.06,2,Eric-Health
primarycareconsultants.com,3,27.03,16.62,4.58,8,Eric-Health
primarycareofappleton.com,3,33.43,21.82,4.1,112,Eric-Health
profitable-practice.softwareadvice.com,3,50.38,77.03,4.81,28,Eric-Health
protonpals.net,3,32.79,25.63,4.23,55,Eric-Health
psaandme.org,3,31.49,19.41,4.97,926,Eric-Health
pullingdownthemoon.com,3,44.84,39.49,5.48,375,Eric-Health
quietspeculation.com,3,40.3,29.8,4.81,682,Eric-Health
rawarrior.blogspot.com,3,28.69,92.85,4.29,2,Eric-Health
redapplelipstick.com,3,47.55,38.65,5.58,990,Eric-Health
reducetheburden.org,3,39.8,31.72,5.43,689,Eric-Health
reincarnationmedicalspa.com,3,29.18,18.1,4.82,12,Eric-Health
renegadehealth.com,3,47.95,50.38,4.52,346,Eric-Health
research.socialwork.wayne.edu,3,31.02,79.44,3.5,0,Eric-Health
revivelifelab.com,3,30.21,19.79,5.22,420,Eric-Health
rmhbariatricsurgery.com,3,22.27,13.1,3.83,16,Eric-Health
robertslawteam.com,3,40.84,29.44,4.57,118,Eric-Health
saludprimarycare.com,3,27.52,14.79,4.95,5,Eric-Health
samedaystdtesting.com,3,27.42,21.62,2.81,3,Eric-Health
scdlifestyle.com,3,49.91,41.65,5.32,2760,Eric-Health
search.doctoralia.co.uk,3,14.97,33.91,0,0,Eric-Health
secretsofthefed.com,3,49.39,39.29,5.28,2230,Eric-Health
selfgrowth.com,3,83.13,79.37,6.91,121280,Eric-Health
shoppingbookmarks.com,3,44.79,38.45,5.1,461,Eric-Health
similima.com,3,43.81,34.51,5.82,205,Eric-Health
skepdic.com,3,75.42,73.8,5.73,19685,Eric-Health
skincancer.com,3,31.88,22.77,4.74,47,Eric-Health
slowagingblog.com,3,35.37,23.7,4.91,904,Eric-Health
sonomahealthtraining.com,3,28.46,14.6,5.28,39,Eric-Health
sophisticatededge.com,3,39.58,30.34,5.59,133,Eric-Health
staceypageonline.com,3,47.15,36.95,5.31,1354,Eric-Health
stemcellstherapy.me,3,35.57,23.29,4.58,4893,Eric-Health
steroidology.com,3,55.77,46.99,4.77,925,Eric-Health
stillsdisease.org,3,41.38,31.34,4.6,119,Eric-Health
stlurgentcare.com,3,45.6,34.76,4.3,76,Eric-Health
svwc.org,3,39.56,28.44,5.33,246,Eric-Health
tcmstudent.com,3,48.03,37.67,5.36,495,Eric-Health
tennova.com,3,42.33,31.28,4.44,198,Eric-Health
testdiagnostics.com,3,20.57,17.53,3.77,4,Eric-Health
testingiseasy.com,3,34.44,22.39,4.66,15,Eric-Health
theallergymenu.com,3,33.67,27.21,6.01,8,Eric-Health
thebalanceyouneed.com,3,39.77,34.58,5.44,487,Eric-Health
thedrakecenter.com,3,35.27,30.91,4.56,92,Eric-Health
thefertilityadvocate.com,3,40.16,29.51,4.68,424,Eric-Health
the-gluten-free-chef.com,3,39.83,31.05,5.11,28,Eric-Health
theholykale.com,3,40.44,31.94,4.84,1228,Eric-Health
thepowerof4-paula.blogspot.com,3,41.33,92.85,4.77,311,Eric-Health
thesavvyceliac.com,3,43.59,34.38,5.22,678,Eric-Health
tommiecopper.com,3,46.59,36.61,5.18,953,Eric-Health
topicofcancer.org.uk,3,31.19,19.51,4.38,21,Eric-Health
transtutors.com,3,45.39,36.86,5.19,312,Eric-Health
trulysnaturaldeodorant.com,3,37.34,26.27,4.52,209,Eric-Health
trustbite.co.nz,3,34.59,24.66,4.81,553,Eric-Health
tumblr.scienceofeds.org,3,38.52,36.21,3.97,131,Eric-Health
us.babytel.net,3,1,42.33,0,0,Eric-Health
vaxtruth.org,3,43.03,35.17,5.11,1898,Eric-Health
wagsandwhiskers.com,3,35.04,24.86,4.63,54,Eric-Health
whatsmybloodtype.org,3,21.32,12.95,4.65,1,Eric-Health
whereismydoctor.com,3,38.52,32.56,4.7,179,Eric-Health
wholehealthchicago.com,3,41.47,33.72,5.57,160,Eric-Health
wichitachiropractor.net,3,25.74,13.51,4.11,6,Eric-Health
williamewood.com,3,54.49,45.35,5.84,1304,Eric-Health
womensfitness.lifetips.com,3,36.98,54.7,4.09,3,Eric-Health
wondercide.com,3,41.99,31.02,5.18,268,Eric-Health
wrightnewsletter.com,3,51.67,44.96,5.57,3495,Eric-Health
yourfuturehealth.com,3,38.67,28.23,5.68,60,Eric-Health
yourgicenter.com,3,25.04,14.18,4.11,2,Eric-Health
ccs.neu.edu,6,76.01,74.21,5.64,825,Eric-Health
simpson.edu,6,69.09,64.47,5.88,3984,Eric-Health
catalog.csun.edu,6,53.83,85.3,5.35,311,Eric-Health
cha.ca,6,53.2,43.77,5.61,621,Eric-Health
wtkr.com,5,71.03,65.29,5.56,1066,Eric-Health
healthinformatics.uic.edu,5,62.17,88.73,4.89,324,Eric-Health
hifa2015.org,5,58.3,49.84,5.88,2944,Eric-Health
bionews-tx.com,5,45.25,38.04,5.59,134,Eric-Health
uc.vcu.edu,5,37.84,85.89,4.68,0,Eric-Health
himonline.uc.edu,4,49.64,83.96,4.47,63,Eric-Health
himt.wisconsin.edu,4,49.4,79.02,4.57,79,Eric-Health
txhima.org,4,44.25,33.22,5.2,115,Eric-Health
hixny.org,4,43.87,32.65,5.13,155,Eric-Health
thima.org,4,43.43,32.8,5.39,53,Eric-Health
ilhima.org,4,43.37,32.16,5.36,133,Eric-Health
chima.org,4,41.91,30.37,4.93,49,Eric-Health
cis.robinson.gsu.edu,4,41.71,83.19,4.22,4,Eric-Health
njhima.org,4,40.84,34.63,5.06,49,Eric-Health
ghima.org,4,40.39,29.73,5.22,84,Eric-Health
uhima.org,4,38.19,32.21,5.12,35,Eric-Health
lhima.org,4,38.13,26.19,5.08,45,Eric-Health
vhima.org,4,36.47,24.53,5.19,41,Eric-Health
sdhima.org,4,34.43,23.94,5.1,26,Eric-Health
healthinformaticsdegree.uic.edu,3,42.25,88.73,3.83,14,Eric-Health
depts.bellevuecollege.edu,3,32.88,68.79,4.2,0,Eric-Health
jbhi.embs.org,0,46.23,65.88,4.32,14,Eric-Health
northforkvue.com,0,39.12,28.27,2.71,11,Eric-Health
